result
"[943, {68: 5.449838958281063}, [68, 53, 50, 21, 17, 13, 47, 89, 96, 93]]"
"[944, {10: 2.45727575120514}, [10, 2, 59, 12, 5, 70, 30, 80, 57, 51]]"
"[945, {36: 5.210555222802642}, [36, 65, 39, 26, 11, 46, 51, 20, 63, 72]]"
"[946, {11: 3.932468234629429}, [11, 2, 93, 25, 94, 50, 98, 65, 89, 49]]"
"[947, {7: 1.0050142813413978}, [7, 48, 28, 68, 100, 81, 98, 83, 25, 39]]"
"[948, {36: 6.679222292393991}, [36, 48, 18, 54, 47, 89, 6, 14, 100, 70]]"
"[949, {36: 7.3429137894879775}, [36, 32, 34, 100, 26, 98, 77, 28, 70, 79]]"
"[950, {62: 3.865385474135338}, [62, 19, 42, 26, 60, 22, 23, 72, 89, 78]]"
"[951, {29: 8.051621736840726}, [29, 25, 45, 60, 30, 55, 9, 16, 89, 91]]"
"[952, {72: 3.572185366252347}, [72, 62, 66, 21, 39, 47, 46, 22, 5, 20]]"
"[953, {89: 5.2007385615393975}, [89, 91, 29, 6, 80, 70, 11, 1, 7, 71]]"
"[954, {32: 3.6368145051200766}, [32, 14, 78, 54, 97, 20, 91, 11, 41, 25]]"
"[955, {29: 3.8196816771723197}, [29, 35, 48, 40, 61, 23, 56, 53, 42, 34]]"
"[956, {50: 1.433692650786484}, [50, 27, 18, 15, 13, 43, 19, 54, 76, 72]]"
"[957, {36: 1.1328069178036169}, [36, 70, 34, 69, 39, 30, 41, 57, 43, 8]]"
"[958, {50: 4.17630052558894}, [50, 54, 69, 5, 14, 17, 16, 19, 89, 91]]"
"[959, {32: 5.14870439797345}, [32, 54, 89, 63, 96, 20, 77, 71, 70, 39]]"
"[960, {27: 3.3916287918894747}, [27, 29, 31, 61, 88, 5, 91, 2, 40, 19]]"
"[961, {36: 3.1072799731398852}, [36, 53, 68, 28, 5, 70, 96, 19, 89, 6]]"
"[962, {50: 7.265074962718151}, [50, 47, 23, 45, 39, 26, 16, 41, 58, 51]]"
"[963, {65: 1.1679179768037793}, [65, 53, 49, 50, 68, 32, 46, 69, 26, 66]]"
"[964, {35: 5.297941686766089}, [35, 36, 53, 54, 93, 46, 8, 89, 72, 65]]"
"[965, {50: 3.9611113789688783}, [50, 69, 68, 66, 56, 48, 8, 28, 60, 63]]"
"[966, {32: -1.1102986256529572}, [32, 28, 39, 94, 15, 89, 72, 76, 93, 14]]"
"[967, {35: 5.726896352687035}, [35, 65, 11, 61, 45, 46, 42, 64, 55, 13]]"
"[968, {35: 4.886057550552602}, [35, 32, 61, 11, 10, 65, 19, 25, 82, 41]]"
"[969, {29: 3.341552910433846}, [29, 27, 48, 63, 94, 13, 72, 21, 89, 42]]"
"[970, {32: 4.073715315511211}, [32, 35, 38, 61, 7, 56, 45, 22, 40, 76]]"
"[971, {53: 2.481123483496231}, [53, 36, 65, 49, 54, 66, 26, 13, 25, 55]]"
"[972, {36: 2.075634722191592}, [36, 68, 21, 38, 31, 61, 18, 75, 13, 89]]"
"[973, {32: 3.3520571405533603}, [32, 53, 42, 11, 26, 27, 5, 17, 51, 33]]"
"[974, {69: 2.118093854140922}, [69, 42, 61, 26, 11, 59, 5, 67, 89, 72]]"
"[975, {36: -0.2888183456423088}, [36, 32, 34, 89, 10, 88, 91, 93, 97, 76]]"
"[976, {35: 0.7552799845154399}, [35, 42, 12, 39, 10, 81, 91, 89, 34, 83]]"
"[977, {35: 5.37483704675801}, [35, 53, 49, 54, 47, 38, 42, 10, 2, 70]]"
"[978, {77: 6.936913349792284}, [77, 89, 79, 91, 88, 35, 28, 66, 92, 71]]"
"[979, {10: -2.1309325447299763}, [10, 32, 94, 1, 21, 56, 18, 87, 28, 83]]"
"[980, {27: 2.803643499468121}, [27, 53, 56, 73, 5, 41, 70, 8, 23, 24]]"
"[981, {54: 5.679647710723275}, [54, 29, 53, 69, 68, 21, 95, 20, 15, 89]]"
"[982, {50: 7.338869734946014}, [50, 36, 35, 62, 49, 66, 14, 28, 7, 75]]"
"[983, {49: 5.474042398161746}, [49, 42, 48, 11, 19, 5, 3, 59, 24, 44]]"
"[984, {27: 1.5192868053164195}, [27, 69, 36, 31, 48, 8, 22, 18, 63, 13]]"
"[985, {10: 3.4723360433510795}, [10, 49, 1, 63, 47, 61, 3, 37, 2, 6]]"
"[986, {61: 10.0}, [61, 65, 39, 54, 6, 40, 70, 19, 3, 63]]"
"[987, {21: 9.102939804276986}, [21, 66, 49, 36, 29, 10, 83, 7, 42, 34]]"
"[988, {68: 3.022631328031973}, [68, 39, 5, 20, 13, 16, 89, 72, 93, 76]]"
"[989, {27: 3.986963979770993}, [27, 36, 62, 32, 66, 88, 70, 19, 53, 25]]"
"[990, {61: 5.449953282163291}, [61, 69, 11, 39, 20, 13, 89, 76, 93, 72]]"
"[991, {27: 6.148426323011852}, [27, 66, 48, 56, 28, 47, 21, 46, 12, 5]]"
"[992, {61: 7.644950955288145}, [61, 42, 35, 31, 48, 23, 12, 56, 65, 27]]"
"[993, {54: 2.212481843946967}, [54, 49, 61, 1, 14, 43, 60, 25, 44, 64]]"
"[994, {32: 6.011733051736186}, [32, 54, 27, 50, 47, 63, 38, 59, 64, 72]]"
"[995, {35: 6.8536914864201215}, [35, 27, 84, 72, 32, 53, 96, 21, 12, 19]]"
"[996, {32: 1.8998853336512431}, [32, 68, 11, 1, 93, 15, 54, 38, 84, 82]]"
"[997, {29: 5.334647467010348}, [29, 50, 69, 66, 61, 47, 3, 95, 37, 55]]"
"[998, {35: 3.782917942292278}, [35, 66, 69, 49, 5, 61, 2, 40, 65, 12]]"
"[999, {17: -3.524753859157401}, [17, 53, 10, 61, 66, 6, 100, 83, 87, 1]]"
"[1000, {68: 4.637629484936923}, [68, 49, 36, 45, 6, 42, 5, 19, 10, 65]]"
"[1001, {49: 5.641590990333443}, [49, 25, 40, 26, 30, 52, 59, 89, 47, 72]]"
"[1002, {50: 0.6399801798412954}, [50, 88, 76, 35, 32, 90, 91, 68, 96, 41]]"
"[1003, {50: 1.9604789672460556}, [50, 7, 48, 25, 21, 8, 15, 65, 10, 1]]"
"[1004, {68: -1.8982299783128003}, [68, 50, 53, 11, 75, 70, 8, 31, 43, 18]]"
"[1005, {61: 2.196050961903679}, [61, 40, 43, 18, 26, 44, 39, 33, 17, 58]]"
"[1006, {14: 3.3176661548893214}, [14, 65, 61, 50, 69, 12, 29, 46, 27, 11]]"
"[1007, {62: 1.3821613655595901}, [62, 29, 93, 69, 68, 54, 53, 91, 97, 38]]"
"[1008, {32: 3.662330889699742}, [32, 26, 29, 48, 6, 38, 19, 1, 52, 24]]"
"[1009, {35: 3.0763254666129143}, [35, 68, 54, 48, 55, 45, 12, 86, 2, 34]]"
"[1010, {21: 5.619613246005977}, [21, 68, 73, 69, 61, 45, 30, 35, 40, 55]]"
"[1011, {38: 2.161518259609595}, [38, 57, 50, 27, 95, 7, 99, 31, 78, 52]]"
"[1012, {62: 3.960752255578643}, [62, 35, 63, 68, 45, 54, 28, 2, 23, 46]]"
"[1013, {27: 4.306330836738143}, [27, 28, 6, 42, 26, 18, 51, 8, 89, 72]]"
"[1014, {89: 3.8766029878527677}, [89, 32, 49, 55, 23, 57, 20, 40, 7, 25]]"
"[1015, {38: 7.801135647617618}, [38, 23, 90, 45, 60, 82, 42, 46, 56, 91]]"
"[1016, {21: 5.224675389419037}, [21, 35, 29, 61, 69, 39, 34, 38, 88, 3]]"
"[1017, {54: 2.0130055473723565}, [54, 53, 49, 83, 46, 21, 25, 89, 93, 88]]"
"[1018, {42: 2.3162027585736253}, [42, 6, 49, 56, 69, 14, 45, 22, 52, 34]]"
"[1019, {29: 6.481648292361333}, [29, 27, 11, 53, 3, 14, 7, 70, 18, 57]]"
"[1020, {27: 4.030554020595764}, [27, 68, 62, 6, 28, 39, 70, 14, 19, 20]]"
"[1021, {47: 9.606461085167396}, [47, 62, 89, 94, 38, 95, 92, 93, 28, 32]]"
"[1022, {27: 2.5363869401678487}, [27, 62, 35, 47, 31, 11, 34, 29, 21, 63]]"
"[1023, {10: -3.9356242568379907}, [10, 16, 27, 61, 39, 42, 89, 91, 76, 3]]"
"[1024, {83: 0.5015120736533168}, [83, 27, 26, 47, 7, 89, 72, 11, 76, 14]]"
"[1025, {29: 2.297377513521024}, [29, 50, 66, 8, 1, 5, 89, 14, 21, 6]]"
"[1026, {27: 4.386058946666309}, [27, 36, 49, 66, 32, 65, 5, 39, 48, 93]]"
"[1027, {40: 2.9951415998959465}, [40, 8, 38, 42, 46, 1, 52, 37, 25, 2]]"
"[1028, {32: 3.863556429149825}, [32, 53, 48, 56, 23, 1, 89, 72, 76, 78]]"
"[1029, {32: 4.270785403098487}, [32, 88, 65, 40, 34, 25, 89, 76, 6, 93]]"
"[1030, {61: 5.734353555345948}, [61, 54, 48, 29, 51, 7, 41, 8, 26, 43]]"
"[1031, {28: 6.123807213839223}, [28, 3, 97, 100, 68, 59, 55, 21, 80, 27]]"
"[1032, {29: -0.23652199614105704}, [29, 8, 49, 42, 32, 26, 63, 40, 71, 20]]"
"[1033, {65: 2.2548339288023325}, [65, 1, 47, 22, 8, 52, 55, 18, 7, 13]]"
"[1034, {62: 4.101624999321886}, [62, 55, 38, 24, 30, 32, 6, 19, 59, 50]]"
"[1035, {76: 0.8085523068294327}, [76, 78, 27, 34, 92, 40, 23, 39, 33, 80]]"
"[1036, {22: 2.5371645143223667}, [22, 81, 69, 66, 32, 62, 55, 54, 96, 25]]"
"[1037, {35: 6.168761519802263}, [35, 14, 54, 6, 40, 51, 75, 19, 23, 18]]"
"[1038, {27: 2.8028004819798507}, [27, 36, 88, 5, 32, 69, 86, 40, 82, 11]]"
"[1039, {36: 1.7631759592020766}, [36, 29, 32, 65, 48, 46, 6, 47, 8, 13]]"
"[1040, {54: 5.123782842159038}, [54, 66, 36, 49, 27, 32, 48, 18, 14, 21]]"
"[1041, {35: 4.632905421358449}, [35, 49, 29, 42, 21, 19, 18, 25, 98, 51]]"
"[1042, {69: 6.5082962075055395}, [69, 35, 93, 85, 6, 65, 29, 81, 40, 90]]"
"[1043, {48: 5.25935910179199}, [48, 42, 49, 35, 29, 14, 6, 53, 65, 76]]"
"[1044, {54: 6.86124672080413}, [54, 62, 10, 28, 45, 67, 52, 70, 33, 79]]"
"[1045, {32: 5.656326865522939}, [32, 38, 66, 27, 55, 21, 25, 6, 39, 8]]"
"[1046, {35: 6.989940192937642}, [35, 21, 5, 27, 53, 31, 66, 12, 38, 61]]"
"[1047, {14: 6.758704043220545}, [14, 100, 65, 27, 26, 22, 50, 55, 10, 45]]"
"[1048, {54: 6.260998272706415}, [54, 62, 9, 55, 56, 27, 21, 29, 70, 52]]"
"[1049, {26: -3.3203964538472546}, [26, 34, 6, 5, 82, 25, 13, 71, 16, 63]]"
"[1050, {61: 2.802162154063989}, [61, 35, 13, 10, 64, 45, 42, 55, 46, 16]]"
"[1051, {29: 3.97646815520499}, [29, 46, 66, 62, 2, 19, 1, 45, 18, 55]]"
"[1052, {88: 0.6036518566885569}, [88, 74, 39, 42, 13, 90, 84, 63, 82, 77]]"
"[1053, {66: 0.057965831972926596}, [66, 69, 6, 18, 45, 3, 38, 23, 1, 12]]"
"[1054, {62: 4.693173207623877}, [62, 32, 71, 54, 66, 19, 69, 27, 56, 78]]"
"[1055, {50: 4.439416577040203}, [50, 27, 42, 90, 5, 17, 19, 15, 89, 72]]"
"[1056, {62: 3.6877177589695993}, [62, 49, 97, 91, 99, 14, 66, 50, 46, 34]]"
"[1057, {27: 5.946048751615759}, [27, 50, 32, 53, 66, 93, 47, 21, 56, 81]]"
"[1058, {35: 2.939835912209643}, [35, 65, 46, 34, 56, 62, 73, 15, 89, 1]]"
"[1059, {61: 5.204353489916546}, [61, 50, 48, 31, 56, 27, 54, 28, 19, 46]]"
"[1060, {68: 4.17077752686648}, [68, 36, 66, 69, 65, 16, 5, 22, 25, 52]]"
"[1061, {72: 0.27387239157994725}, [72, 27, 32, 21, 31, 40, 12, 63, 64, 37]]"
"[1062, {27: 2.3044519423778196}, [27, 21, 32, 49, 68, 46, 48, 22, 63, 15]]"
"[1063, {38: 1.854700900354052}, [38, 18, 60, 8, 5, 70, 19, 39, 14, 59]]"
"[1064, {32: 3.227846259071181}, [32, 65, 42, 12, 38, 7, 23, 63, 89, 72]]"
"[1065, {32: 6.197983595893967}, [32, 42, 52, 2, 55, 8, 28, 6, 72, 76]]"
"[1066, {38: 8.724421054124793}, [38, 22, 64, 62, 47, 53, 2, 70, 81, 96]]"
"[1067, {47: 2.3900087509265626}, [47, 19, 48, 66, 63, 22, 70, 60, 21, 16]]"
"[1068, {34: 3.1056199340677413}, [34, 66, 10, 55, 25, 19, 20, 8, 73, 37]]"
"[1069, {26: 1.5947876874488196}, [26, 53, 69, 72, 11, 3, 61, 46, 5, 12]]"
"[1070, {1: 4.147050382527264}, [1, 3, 45, 31, 21, 67, 100, 28, 52, 39]]"
"[1071, {35: 5.084781914885487}, [35, 53, 69, 27, 100, 39, 66, 46, 65, 3]]"
"[1072, {26: 0.5183939194721998}, [26, 22, 45, 28, 23, 20, 16, 89, 72, 83]]"
"[1073, {27: 6.483429117544512}, [27, 68, 56, 19, 61, 22, 6, 42, 12, 11]]"
"[1074, {36: 1.1881600639307714}, [36, 66, 31, 94, 55, 46, 18, 14, 9, 44]]"
"[1075, {11: 8.881825566062346}, [11, 23, 27, 30, 60, 29, 43, 19, 79, 15]]"
"[1076, {32: 4.118868162725793}, [32, 49, 54, 66, 10, 69, 8, 18, 15, 23]]"
"[1077, {35: 6.211889564368147}, [35, 22, 1, 40, 84, 50, 76, 65, 60, 54]]"
"[1078, {50: 9.151661950029752}, [50, 21, 42, 89, 22, 10, 38, 28, 47, 23]]"
"[1079, {31: 1.8858291345441625}, [31, 1, 65, 10, 8, 15, 17, 57, 89, 76]]"
"[1080, {36: 0.17300361589894156}, [36, 66, 6, 38, 20, 89, 49, 54, 93, 69]]"
"[1081, {76: -0.3300052284027828}, [76, 27, 53, 5, 69, 39, 20, 89, 88, 10]]"
"[1082, {27: 3.2759043480604895}, [27, 36, 35, 62, 61, 21, 1, 26, 18, 5]]"
"[1083, {29: 8.497702812955641}, [29, 53, 42, 49, 66, 48, 20, 46, 2, 59]]"
"[1084, {45: 8.724267781065404}, [45, 56, 62, 35, 22, 36, 66, 28, 52, 10]]"
"[1085, {54: 5.184087441457041}, [54, 12, 63, 31, 69, 65, 88, 6, 9, 55]]"
"[1086, {54: 5.1539508203635025}, [54, 62, 49, 68, 31, 53, 35, 65, 29, 48]]"
"[1087, {35: 4.079776016477284}, [35, 36, 62, 69, 61, 6, 2, 55, 45, 40]]"
"[1088, {53: 5.369554604417178}, [53, 50, 27, 69, 62, 66, 48, 34, 45, 38]]"
"[1089, {65: 4.671121752971201}, [65, 35, 53, 42, 26, 47, 86, 12, 14, 100]]"
"[1090, {81: 4.6830636126854035}, [81, 80, 86, 83, 8, 36, 3, 11, 38, 26]]"
"[1091, {39: 0.49575105488707416}, [39, 28, 7, 13, 89, 72, 83, 81, 78, 91]]"
"[1092, {27: 7.510607342093746}, [27, 50, 36, 49, 14, 46, 48, 28, 5, 85]]"
"[1093, {21: 7.967874941593847}, [21, 53, 69, 68, 48, 8, 18, 20, 15, 42]]"
"[1094, {36: 6.895826180471198}, [36, 50, 29, 56, 49, 32, 66, 68, 6, 38]]"
"[1095, {23: 1.8169332839920926}, [23, 31, 95, 48, 10, 81, 46, 91, 2, 26]]"
"[1096, {35: 4.47436577032233}, [35, 65, 42, 60, 40, 28, 5, 15, 92, 55]]"
"[1097, {50: 7.218778130846523}, [50, 54, 56, 28, 21, 14, 81, 38, 25, 60]]"
"[1098, {36: 3.152938055437509}, [36, 53, 61, 68, 54, 29, 73, 94, 86, 11]]"
"[1099, {17: 1.379796998278214}, [17, 36, 77, 11, 5, 19, 1, 26, 2, 48]]"
"[1100, {89: 4.5229275129123}, [89, 96, 92, 93, 94, 85, 30, 70, 91, 48]]"
"[1101, {49: 7.193131239134834}, [49, 32, 35, 69, 66, 65, 56, 25, 7, 63]]"
"[1102, {56: 3.330222470005889}, [56, 31, 49, 10, 42, 38, 28, 52, 8, 70]]"
"[1103, {49: 6.325378671305012}, [49, 65, 66, 53, 35, 45, 40, 46, 52, 2]]"
"[1104, {39: 1.2787133270534146}, [39, 48, 56, 45, 69, 17, 7, 13, 3, 1]]"
"[1105, {35: 2.774738316176397}, [35, 69, 62, 40, 7, 31, 48, 55, 28, 41]]"
"[1106, {27: 0.8768376260328961}, [27, 62, 12, 22, 49, 21, 47, 61, 6, 48]]"
"[1107, {29: 5.256772289834279}, [29, 54, 53, 62, 65, 26, 45, 27, 25, 34]]"
"[1108, {27: 5.108908990097239}, [27, 62, 45, 55, 28, 86, 34, 40, 19, 15]]"
"[1109, {32: 5.9704764941735595}, [32, 48, 46, 11, 21, 65, 13, 38, 89, 54]]"
"[1110, {49: 2.731097952211421}, [49, 68, 69, 40, 2, 52, 59, 8, 17, 89]]"
"[1111, {42: -0.2824352011802317}, [42, 27, 76, 20, 5, 13, 89, 6, 93, 90]]"
"[1112, {40: 1.0537722100805638}, [40, 35, 5, 49, 62, 48, 61, 20, 3, 98]]"
"[1113, {69: 3.042957728286658}, [69, 49, 28, 47, 15, 89, 1, 2, 26, 81]]"
"[1114, {1: 6.4894011358865225}, [1, 44, 31, 21, 65, 48, 64, 41, 5, 87]]"
"[1115, {50: 0.6042703967387493}, [50, 29, 27, 31, 49, 17, 8, 48, 20, 10]]"
"[1116, {36: 1.5932304272201567}, [36, 35, 1, 21, 31, 69, 6, 40, 14, 63]]"
"[1117, {62: 4.360705904584503}, [62, 48, 32, 53, 61, 26, 37, 67, 64, 18]]"
"[1118, {32: 3.9355092041947577}, [32, 62, 27, 66, 90, 19, 26, 15, 86, 10]]"
"[1119, {29: 5.585931702172835}, [29, 69, 61, 89, 76, 2, 97, 100, 38, 95]]"
"[1120, {36: 4.821169085482182}, [36, 32, 61, 50, 31, 69, 55, 42, 87, 56]]"
"[1121, {36: 3.0420102945049647}, [36, 65, 42, 49, 11, 56, 25, 54, 26, 8]]"
"[1122, {61: 4.9746861560507085}, [61, 27, 49, 11, 56, 46, 13, 10, 89, 63]]"
"[1123, {1: 5.6912996156147155}, [1, 11, 60, 45, 48, 25, 46, 44, 33, 55]]"
"[1124, {62: 2.1510607613153883}, [62, 65, 36, 35, 41, 1, 39, 25, 98, 51]]"
"[1125, {62: 3.630111782669781}, [62, 14, 66, 21, 92, 23, 19, 24, 25, 4]]"
"[1126, {29: 5.336084398657789}, [29, 8, 61, 15, 28, 38, 45, 12, 13, 60]]"
"[1127, {35: 2.226271335302185}, [35, 53, 61, 55, 86, 42, 22, 9, 45, 40]]"
"[1128, {38: 5.9520887525466675}, [38, 45, 69, 68, 59, 25, 4, 80, 37, 2]]"
"[1129, {29: 1.8805990911434929}, [29, 42, 62, 56, 34, 28, 25, 70, 23, 63]]"
"[1130, {42: 3.3740143264759865}, [42, 35, 34, 48, 40, 41, 51, 17, 18, 43]]"
"[1131, {29: -0.5229042455638223}, [29, 82, 83, 72, 40, 99, 12, 63, 59, 39]]"
"[1132, {35: 8.009449795487132}, [35, 66, 56, 68, 28, 21, 63, 8, 97, 84]]"
"[1133, {62: 4.133834684346371}, [62, 38, 68, 12, 22, 65, 48, 28, 25, 67]]"
"[1134, {66: 4.215233069680512}, [66, 32, 53, 46, 40, 68, 20, 10, 81, 89]]"
"[1135, {8: 2.3929757869742376}, [8, 7, 15, 57, 70, 3, 49, 45, 39, 52]]"
"[1136, {68: 3.254371807387229}, [68, 62, 61, 48, 96, 94, 63, 84, 86, 66]]"
"[1137, {35: 3.7196576426393935}, [35, 50, 89, 10, 46, 5, 3, 93, 6, 55]]"
"[1138, {89: 2.7897455572382435}, [89, 27, 53, 5, 62, 61, 65, 20, 11, 46]]"
"[1139, {65: 1.473273129290028}, [65, 7, 14, 46, 22, 15, 70, 43, 67, 89]]"
"[1140, {36: -0.22720893683995946}, [36, 17, 40, 66, 23, 15, 20, 89, 72, 83]]"
"[1141, {32: 2.275174061482806}, [32, 53, 62, 68, 66, 42, 6, 38, 2, 7]]"
"[1142, {36: 3.68030567191387}, [36, 66, 29, 32, 65, 56, 55, 14, 19, 20]]"
"[1143, {50: 2.230224667299879}, [50, 36, 61, 31, 68, 42, 12, 14, 25, 52]]"
"[1144, {32: 8.136279913665087}, [32, 49, 54, 66, 21, 65, 69, 85, 93, 11]]"
"[1145, {25: 6.8979767848017115}, [25, 48, 1, 38, 12, 3, 61, 7, 68, 87]]"
"[1146, {69: 4.097314463300699}, [69, 32, 49, 14, 42, 13, 20, 10, 1, 2]]"
"[1147, {29: 1.7097948784913357}, [29, 27, 19, 20, 89, 76, 54, 83, 72, 78]]"
"[1148, {50: 4.369946381816083}, [50, 36, 1, 22, 25, 29, 28, 76, 19, 34]]"
"[1149, {27: 1.976535954011278}, [27, 53, 29, 21, 68, 69, 19, 15, 89, 72]]"
"[1150, {65: 6.898617423824568}, [65, 31, 61, 53, 66, 14, 52, 40, 56, 100]]"
"[1151, {50: 4.348424093812928}, [50, 32, 27, 69, 61, 49, 8, 11, 19, 45]]"
"[1152, {62: 5.14122944669825}, [62, 68, 32, 36, 69, 46, 22, 19, 60, 17]]"
"[1153, {31: 6.511569814946123}, [31, 21, 65, 42, 50, 48, 14, 47, 19, 6]]"
"[1154, {53: 1.3990301989040885}, [53, 89, 62, 91, 69, 96, 73, 93, 10, 11]]"
"[1155, {98: 1.4728745266068848}, [98, 93, 56, 66, 37, 52, 16, 72, 47, 14]]"
"[1156, {51: 4.496296735349728}, [51, 19, 47, 25, 34, 56, 23, 22, 43, 100]]"
"[1157, {35: 3.483340023141223}, [35, 66, 42, 38, 19, 89, 72, 87, 12, 81]]"
"[1158, {68: 4.085600013746292}, [68, 62, 63, 36, 31, 50, 27, 39, 56, 22]]"
"[1159, {53: 2.7034818676562327}, [53, 31, 62, 49, 46, 42, 18, 93, 95, 17]]"
"[1160, {66: 5.519123104688191}, [66, 50, 61, 29, 27, 38, 34, 10, 26, 2]]"
"[1161, {69: 0.7497553293351618}, [69, 42, 46, 1, 14, 3, 8, 40, 95, 55]]"
"[1162, {68: 4.048448527671687}, [68, 31, 42, 47, 69, 70, 34, 52, 45, 19]]"
"[1163, {48: 0.3044995059798752}, [48, 69, 29, 7, 20, 17, 22, 89, 88, 93]]"
"[1164, {26: 6.211460245372154}, [26, 34, 29, 12, 22, 6, 98, 52, 41, 3]]"
"[1165, {12: 3.191110072954751}, [12, 35, 68, 61, 28, 21, 40, 38, 45, 22]]"
"[1166, {69: 5.450720272673059}, [69, 96, 8, 27, 68, 89, 48, 28, 47, 63]]"
"[1167, {35: 5.475474975646655}, [35, 36, 63, 48, 97, 70, 12, 55, 26, 25]]"
"[1168, {31: 5.749413237623224}, [31, 51, 36, 29, 49, 66, 79, 32, 28, 5]]"
"[1169, {21: 3.5401859543243575}, [21, 29, 35, 69, 49, 98, 76, 93, 10, 97]]"
"[1170, {50: 1.856029318468346}, [50, 27, 72, 54, 66, 49, 21, 11, 82, 31]]"
"[1171, {10: 3.625625859957467}, [10, 50, 32, 48, 62, 60, 68, 64, 40, 53]]"
"[1172, {62: 3.01949635469264}, [62, 84, 78, 76, 23, 30, 49, 43, 79, 72]]"
"[1173, {46: 0.9012886857827298}, [46, 35, 20, 34, 28, 65, 76, 89, 78, 72]]"
"[1174, {31: 3.2127735713089813}, [31, 81, 56, 18, 57, 26, 84, 76, 61, 13]]"
"[1175, {29: 3.2842318205540666}, [29, 53, 62, 48, 1, 70, 10, 55, 5, 60]]"
"[1176, {50: 1.535048909139166}, [50, 36, 27, 54, 69, 15, 47, 79, 23, 89]]"
"[1177, {35: 5.914447734102207}, [35, 36, 27, 21, 56, 93, 92, 1, 19, 97]]"
"[1178, {65: 7.154489824742333}, [65, 35, 54, 48, 14, 13, 26, 12, 39, 6]]"
"[1179, {47: 8.643349766400306}, [47, 27, 49, 79, 11, 90, 76, 87, 84, 14]]"
"[1180, {11: 6.7619680632574966}, [11, 14, 39, 29, 34, 30, 48, 53, 45, 56]]"
"[1181, {36: 6.150289973491056}, [36, 35, 89, 66, 34, 32, 42, 17, 68, 95]]"
"[1182, {31: 2.86529114259913}, [31, 94, 61, 81, 66, 97, 54, 2, 26, 46]]"
"[1183, {85: 3.2894165382661305}, [85, 65, 66, 53, 96, 69, 81, 95, 52, 10]]"
"[1184, {32: 5.321181427098947}, [32, 69, 68, 31, 21, 8, 45, 63, 34, 6]]"
"[1185, {31: 1.1502696957857843}, [31, 32, 69, 15, 49, 13, 16, 45, 10, 89]]"
"[1186, {32: 5.524533148695048}, [32, 68, 29, 27, 36, 49, 54, 56, 48, 47]]"
"[1187, {29: -4.3979618125987905}, [29, 93, 60, 1, 44, 36, 100, 38, 21, 42]]"
"[1188, {29: 2.5551931952015376}, [29, 36, 96, 72, 66, 93, 42, 83, 47, 55]]"
"[1189, {73: 2.9683684160658546}, [73, 82, 77, 49, 72, 68, 86, 52, 42, 40]]"
"[1190, {32: 6.84668446042315}, [32, 11, 49, 54, 31, 29, 28, 39, 25, 1]]"
"[1191, {32: 3.529571583505189}, [32, 50, 42, 62, 27, 49, 46, 96, 3, 5]]"
"[1192, {38: 4.321084213673865}, [38, 55, 35, 9, 66, 27, 76, 57, 24, 18]]"
"[1193, {61: 2.1840317683091666}, [61, 42, 69, 50, 68, 70, 88, 9, 11, 66]]"
"[1194, {28: 1.0957422653260767}, [28, 29, 15, 27, 5, 17, 26, 89, 93, 96]]"
"[1195, {50: 3.61147573136949}, [50, 32, 25, 63, 2, 10, 40, 59, 66, 26]]"
"[1196, {35: 5.413129137387523}, [35, 69, 86, 50, 80, 67, 14, 76, 71, 48]]"
"[1197, {27: 3.049232092169593}, [27, 53, 29, 54, 76, 78, 39, 79, 1, 17]]"
"[1198, {35: 4.847252730726394}, [35, 50, 31, 27, 48, 34, 60, 81, 76, 80]]"
"[1199, {50: 6.026730717331471}, [50, 27, 46, 31, 25, 11, 67, 13, 33, 72]]"
"[1200, {11: 7.1235007452361625}, [11, 10, 70, 22, 34, 1, 9, 33, 52, 4]]"
"[1201, {7: 1.6021496270567561}, [7, 32, 15, 53, 68, 10, 60, 74, 89, 87]]"
"[1202, {50: 5.070740633915523}, [50, 38, 49, 32, 69, 54, 68, 27, 21, 8]]"
"[1203, {62: -0.7794374976617859}, [62, 63, 28, 90, 10, 55, 1, 57, 45, 24]]"
"[1204, {89: 0.5892085943237367}, [89, 38, 48, 55, 22, 52, 7, 25, 15, 70]]"
"[1205, {27: 3.4462485123140123}, [27, 61, 47, 5, 64, 59, 19, 14, 42, 46]]"
"[1206, {11: 1.8759004542811157}, [11, 31, 54, 22, 93, 55, 40, 42, 25, 23]]"
"[1207, {50: 7.122854558115745}, [50, 31, 68, 66, 25, 14, 34, 76, 59, 98]]"
"[1208, {53: 0.37131570726015317}, [53, 62, 21, 16, 49, 3, 31, 26, 61, 41]]"
"[1209, {36: 4.936620411419852}, [36, 50, 61, 11, 83, 68, 56, 45, 2, 10]]"
"[1210, {6: 8.070543406309998}, [6, 29, 14, 54, 90, 46, 65, 99, 38, 94]]"
"[1211, {81: 2.408388382197966}, [81, 6, 31, 76, 96, 62, 28, 67, 94, 14]]"
"[1212, {54: 8.57283568003555}, [54, 79, 22, 34, 70, 20, 10, 44, 41, 7]]"
"[1213, {62: 0.8770452848620067}, [62, 50, 53, 26, 60, 55, 30, 15, 13, 89]]"
"[1214, {35: 6.262411457526169}, [35, 61, 26, 8, 15, 10, 25, 5, 7, 20]]"
"[1215, {53: 5.127659562963461}, [53, 61, 26, 68, 5, 33, 19, 20, 89, 14]]"
